latitude	longitude	zipcode	category
43.05617	-75.366831	13323	G
43.042923	-75.386203	13323	K
43.076427	-75.103139	13340	U
43.209329	-75.454014	13440	R
43.025565	-74.986384	13350	K
43.231904	-75.440689	13440	CC
43.235559	-75.437966	13440	ER
43.092803	-75.309276	13413	ST
43.030722	-74.873464	13365	ST
43.083234	-75.321283	13413	ST
43.229297	-75.492045	13440	SR
43.04793	-75.380188	13323	SR
43.082954	-75.665593	13421	V
43.085984	-75.319631	13413	G
43.084194	-75.344713	13323	K
43.213618	-75.45557	13440	X
43.023323	-75.004216	13350	V
43.048075	-75.379167	13323	K
43.21776	-75.444233	13440	ER
43.023559	-75.67955	13421	SR
43.250797	-75.523212	13440	SR
43.082586	-75.323849	13413	G
43.082794	-75.3151	13413	ST
43.013654	-74.768879	13365	ST
43.034989	-74.869819	13365	SR
43.226351	-75.487824	13440	ST
43.083798	-75.327609	13413	ST
43.013325	-75.037424	13357	ST
43.091942	-75.650513	13421	SR
43.016796	-75.034244	13357	ST
43.005294	-75.261345	13456	K
43.012738	-75.037963	13357	SR
43.218672	-75.457238	13440	SR
43.260525	-75.461512	13440	R
43.13085	-75.248444	13403	SR
43.091572	-75.276696	13413	CC
43.214285	-75.470671	13440	ST
43.106639	-75.652951	13421	ST
43.157963	-75.301133	13403	R
43.019498	-74.871928	13365	U
43.23264	-75.438941	13440	R
43.219545	-75.455266	13440	CC
43.21193	-75.462855	13440	SR
43.091266	-75.330182	13323	AS
43.287388	-75.469254	13440	M
43.096237	-75.303527	13413	M
43.063937	-75.609826	13421	ER
43.074516	-75.318871	13413	K
43.044276	-74.857413	13365	K
43.227222	-75.490484	13440	ST
43.092678	-75.650897	13421	V
43.01614	-75.03733	13357	R
43.022729	-74.988991	13350	G
43.026743	-74.944708	13340	V
43.081075	-75.315425	13413	ER
43.020402	-75.008401	13350	SR
43.092394	-75.650761	13421	CC
43.051894	-75.00183	13350	ER
43.237468	-75.453329	13440	CC
43.043711	-74.853057	13365	V
43.094534	-75.298739	13417	ST
43.239158	-75.450969	13440	V
43.227944	-75.346035	13440	SR
43.03756	-74.865083	13365	K
43.238946	-75.43699	13440	ER
43.044619	-74.859908	13365	MF
43.096055	-75.652222	13421	K
43.084433	-75.323541	13413	R
43.07857	-75.643598	13421	ST
43.235527	-75.437256	13440	M
43.015673	-75.036124	13357	X
43.024464	-74.989206	13350	ST
43.040807	-74.859382	13365	ER
43.191251	-75.507457	13440	ER
43.195438	-75.437943	13440	U
43.20899	-75.4532	13440	K
43.05533	-75.271609	13413	R
43.014347	-75.04068	13357	V
43.016317	-75.034751	13357	SR
43.205242	-75.422935	13440	SR
43.133884	-75.41127	13440	SR
43.096068	-75.305076	13413	CC
43.096564	-75.650984	13421	K
42.999667	-75.048981	13357	R
43.082683	-75.329991	13413	M
43.248815	-75.452096	13440	SR
43.075966	-75.297461	13413	ST
43.218175	-75.459389	13440	CC
43.081061	-75.315438	13413	ST
43.218632	-75.435833	13440	ST
43.095999	-75.652165	13421	K
43.099923	-75.655774	13421	ER
43.023978	-74.986292	13350	K
43.082402	-75.296095	13413	CC
43.236227	-75.437614	13440	ST
43.093505	-75.309705	13413	WT
43.03966	-75.070873	13340	K
43.00735	-74.744999	13365	K
43.07502	-75.289088	13413	SR
43.092967	-75.653432	13421	ST
43.075632	-73.865373	13340	SR
