occupation	latitude	longitude	zipcode
Health_&_Happiness_Unlimited	A	43.105377	-75.265212
Cooperative_Magnetic_Imaging	A	43.090618	-75.281216
Berkshire_Bank	C	43.114011	-75.208037
Empire_State_College_State_University_of_New_York	A	43.100459	-75.23168
One_Realty_Partners	C	43.103184	-75.228266
1_First_Evolution_Nutrition_Club	A	43.092336	-75.214798
Willie's_Bagel_Cafe	B	43.112851	-75.21553
Saint_Mary's_Cemetery	B	43.087075	-75.214927
Palermo_Pizzeria	B	43.095519	-75.242809
St_Elizabeth_Medical_Group	A	43.081029	-75.205952
Oriskany_Garage_Tire_&_Auto_Service	C	43.10726	-75.270151
Western_Union	C	43.103519	-75.16282
One_Caring_Place_Plus	B	43.089772	-75.212555
Social_Security	C	43.103154	-75.226125
Ridgewood_Auto_Repair	D	43.074411	-75.267479
Rescue_Mission_of_Utica	B	43.097209	-75.231159
4_Elements_Studio	C	43.100793	-75.234633
Saint_Joseph's_Cemetery	B	43.103441	-75.271794
Aaron's	C	43.089525	-75.221444
Cellular_Shop_Singular_Wireless	C	43.073364	-75.222444
General_Herkimer_Elementary_School	A	43.112058	-75.178731
Tony's_Italian_Bakery_Deli_&_Pizza	E	43.09218	-75.196811
Champlin_Commons	C	43.104269	-75.270082
Delmonico's_Italian_Steakhouse	B	43.109335	-75.219693
Puro	B	43.094393	-75.22029
Babe's_Macaroni_Grill_&_Bar	B	43.106889	-75.220948
Twin_Cities_Collision	D	43.102154	-75.220108
Mohawk_Valley_Central_Patient_Scheduling	A	43.090874	-75.257925
O'Scugnizzo_Pizzeria	B	43.098783	-75.220392
Little_Caesars	B	43.091874	-75.222361
Hair_Reflexion_Beauty_Salon	B	43.092054	-75.206543
Bryla_Robert_J_Dr	A	43.0887	-75.262346
Saint_Peters_Cemetery	B	43.117459	-75.209438
Domser_Mark_A_Dr_DDS	A	43.116022	-75.208945
Tradewinds_Education_Center	A	43.081264	-75.215122
Hugh_R_Jones_Elementary_School	A	43.074326	-75.271665
Western_Union	C	43.089608	-75.221991
Faxton_St_Luke's_Healthcare	A	43.097058	-75.277922
Hampton	B	43.108878	-75.216594
Planned_Parenthood	A	43.09422	-75.246769
Collinite_Cheml_Co	C	43.095923	-75.253166
Metro_by_T_Mobile_Authorized_Dealer	C	43.086639	-75.261854
M_&_M_Hydroponics_&_Garden_Supply	C	43.112937	-75.26601
Pulaski_Meat_Mkt	C	43.100288	-75.251585
Little_Roma_Pizza_&_Catering	B	43.085103	-75.28204
New_Forest_Cemetery	B	43.081029	-75.25438
Fred_Jacobs_Auto_&_Brake_Service	D	43.09873	-75.226693
Razor's_Edge_Hair_Cutting	B	43.081701	-75.269854
Kidney_&_Hypertension_Consultants	A	43.105004	-75.271959
Union_Station_Barber_Shop	B	43.104079	-75.224065
Westside_Dental	A	43.114424	-75.209575
McDonald's	B	43.10999	-75.219031
Western_Union	C	43.098956	-75.219227
Rutger_Restaurant	B	43.089083	-75.204602
The_Tailor_and_the_Cook	B	43.103448	-75.227648
Center_For_Family_Life_&_Recovery	A	43.101856	-75.239523
Hope_Chapel_A_M_E_Zion_Church	A	43.091452	-75.217644
Slocum_Dickson_Medical_Group	A	43.096875	-75.276615
Thea_Bowman_House_Inc	A	43.105195	-75.241306
LabCorp	A	43.087967	-75.26026
Critical_Imaging_LLC	A	43.085001	-75.288877
Lionest_Fashion_&_Care	C	43.09353	-75.214265
KeyBank	C	43.099258	-75.234845
Kunkel_Ambulance_Service	B	43.101529	-75.223578
Physical_Therapy_college	A	43.094756	-75.271409
Utica_Fire_Department_Station_4	A	43.089221	-75.260202
Jweid_Albert	C	43.098606	-75.227762
Gigliotti's_Utica_Driving_School	A	43.096084	-75.241819
Thomas_Jefferson_Elementary_School	A	43.123762	-75.218047
The_Rut	B	43.104339	-75.269875
Crawford_John	A	43.09108	-75.258069
Arrow_Auto_Glass	D	43.101217	-75.225292
Off_Center_Records_&_Collectibles	C	43.101778	-75.229563
Masi_Carlo_Fruits_&_Vegetables_Wholesale	C	43.108203	-75.217311
Salem_Cemetery	B	43.160834	-75.213538
Utica_College	A	43.097881	-75.270978
Soul_One_12	B	43.101576	-75.230054
Utica_Safe_Schools_Healthy_Student_Partnerships_Inc	A	43.079675	-75.219659
Indoor_Auto_Parts	C	43.109852	-75.254747
Kossuth_Fish_Market	C	43.09763	-75.210367
