category	latitude	longitude
SR	42.689621	-73.778394
ST	42.690212	-73.851648
ST	42.697392	-73.84719
K	42.691684	-73.802689
V	42.801856	-73.949113
P	42.683756	-73.840776
AS	42.720732	-73.799727
K	42.772698	-73.687627
K	42.725813	-73.793726
ST	42.684869	-73.840906
ST	42.792088	-73.917898
U	42.786778	-73.941564
K	42.714045	-73.706919
ST	42.771841	-73.892201
K	42.763316	-73.802501
K	42.720167	-73.836505
K	42.685736	-73.797069
AS	42.692664	-73.850302
SR	42.767913	-73.890513
ST	42.757466	-73.758649
V	42.787634	-73.904066
ER	42.731962	-73.782801
CC	42.709566	-73.864012
SR	42.756994	-73.777619
CC	42.726789	-73.761046
ST	42.723468	-73.840294
K	42.804795	-73.904142
MF	42.717397	-73.809374
M	42.682993	-73.846953
K	42.800112	-73.926733
AS	42.717855	-73.834213
K	42.751938	-73.700609
WT	42.732305	-73.849094
K	42.770794	-73.824464
K	42.710529	-73.816115
ST	42.726972	-73.761033
ER	42.713928	-73.810205
ST	42.726845	-73.844003
M	42.782468	-73.941938
WT	42.725683	-73.850473
CC	42.734954	-73.792956
K	42.661969	-73.776796
CC	42.672295	-73.808584
K	42.71074	-73.816506
ST	42.72349	-73.84031
G	42.689838	-73.866204
K	42.792974	-73.93194
K	42.758713	-73.767188
SR	42.729891	-73.760079
SR	42.729478	-73.853502
G	42.695935	-73.808598
R	42.715545	-73.810544
K	42.689329	-73.848403
R	42.728389	-73.760975
SR	42.664104	-73.777061
SR	42.81585	-73.893958
ST	42.684735	-73.837728
R	42.697532	-73.810721
SR	42.718882	-73.832901
R	42.747	-73.758346
U	42.719552	-73.835926
ST	42.746004	-73.761155
ST	42.689209	-73.84978
ST	42.689139	-73.84906
G	42.815856	-73.891998
ST	42.769622	-73.701919
M	42.687071	-73.858654
ST	42.729315	-73.701335
R	42.750188	-73.763463
SR	42.772388	-73.689924
ST	42.709885	-73.818291
ST	42.728673	-73.759812
ST	42.76201	-73.749863
CC	42.686442	-73.841011
CC	42.699294	-73.851918
K	42.762339	-73.748292
K	42.714911	-73.830538
ST	42.734887	-73.762754
AS	42.717433	-73.834036
ST	42.705483	-73.823731
ST	42.711502	-73.820476
R	42.714967	-73.803829
SR	42.717539	-73.806517
ST	42.787266	-73.936221
ST	42.710199	-73.816149
ER	42.736091	-73.796244
ER	42.694488	-73.805784
K	42.761911	-73.855229
P	42.708409	-73.777368
SR	42.681696	-73.841959
R	42.739384	-73.733967
CC	42.804913	-73.916083
K	42.783866	-73.743557
CC	42.803613	-73.914809
CC	42.829136	-73.888678
WT	42.711307	-73.814379
V	42.79356	-73.943636
SR	42.755416	-73.875167
ST	42.70915	-73.817508
ST	42.786651	-73.92966
K	42.832105	-73.894039
SR	42.789109	-73.936008
ST	42.714896	-73.811533
ER	42.696565	-73.885432
CC	42.678309	-73.836483
ST	42.70399	-73.816791
ER	42.719524	-73.801926
U	42.712667	-73.705402
U	42.712756	-73.755698
SR	42.76626	-73.814612
